,condidatId,diplome,interview,Age,experience,acceptance,post_orientation
161,0342_01,False,1,19.0,False,False,junior
162,0342_02,True,1,43.0,False,False,junior
163,0344_01,True,2,32.0,False,,junior
164,0344_02,False,0,54.0,False,False,junior
165,0349_01,,2,33.0,False,False,junior
166,0349_02,True,2,21.0,False,False,junior
167,0349_03,False,2,33.0,False,False,junior
168,0349_04,True,0,28.0,False,,junior
169,0349_05,False,2,23.0,False,False,junior
170,0349_06,False,2,26.0,False,,junior
171,0351_01,True,2,41.0,,,junior
172,0353_01,True,2,2.0,False,,junior
173,0353_02,True,1,21.0,False,,junior
174,0354_01,False,1,70.0,False,False,junior
175,0362_01,False,2,20.0,False,False,junior
176,0363_01,False,2,31.0,False,False,junior
177,0363_02,False,2,8.0,False,,junior
178,0363_03,True,2,5.0,False,,junior
179,0364_01,False,2,45.0,False,False,junior
180,0364_02,False,2,37.0,False,False,junior
181,0366_01,True,2,24.0,False,,junior
182,0367_01,False,0,55.0,False,False,junior
183,0374_01,False,2,18.0,False,False,junior
184,0374_02,False,2,36.0,False,False,junior
185,0386_01,False,2,59.0,False,,junior
186,0390_01,True,2,61.0,False,,junior
187,0393_01,False,0,46.0,False,,junior
188,0394_01,False,2,29.0,False,False,junior
189,0399_01,True,2,18.0,False,,junior
190,0400_01,True,2,20.0,False,False,junior
191,0404_01,False,2,28.0,False,,junior
192,0406_01,False,2,26.0,False,,junior
193,0414_01,False,2,32.0,False,,junior
194,0416_01,False,2,18.0,False,False,junior
195,0418_01,False,2,50.0,False,False,junior
196,0419_01,False,2,47.0,False,,junior
197,0419_02,True,1,15.0,False,False,junior
198,0419_03,True,3,35.0,False,,junior
199,0420_01,False,2,49.0,False,False,junior
200,0421_01,False,0,32.0,False,,junior
201,0422_01,False,2,63.0,False,,junior
202,0424_01,False,2,54.0,False,False,junior
203,0426_01,False,2,21.0,,False,junior
204,0440_01,False,2,38.0,False,False,junior
205,0443_01,False,2,50.0,False,False,junior
206,0450_01,False,1,32.0,False,,junior
207,0451_01,True,0,33.0,False,,junior
208,0455_01,False,2,30.0,False,False,junior
209,0464_01,True,2,28.0,False,,junior
210,0467_01,True,2,22.0,False,,junior
211,0467_02,True,2,,False,,junior
212,0467_03,True,0,37.0,False,,junior
213,0467_04,False,2,59.0,False,,junior
214,0469_01,False,2,31.0,False,False,junior
215,0473_01,False,2,25.0,False,,junior
216,0478_01,False,2,38.0,False,False,junior
217,0478_02,True,0,37.0,False,,junior
218,0479_01,True,0,44.0,False,,junior
219,0483_01,True,2,28.0,,,junior
220,0483_02,False,2,45.0,False,False,junior
221,0484_01,True,0,53.0,False,,junior
222,0486_01,False,0,21.0,False,False,junior
223,0489_01,True,2,33.0,False,,junior
224,0489_02,True,2,18.0,False,,junior
225,0491_01,False,1,37.0,False,False,junior
226,0492_01,False,2,34.0,False,False,junior
227,0493_01,True,2,46.0,False,,junior
228,0494_01,True,0,18.0,False,,junior
229,0494_02,False,2,19.0,False,False,junior
230,0495_01,True,2,4.0,False,False,junior
231,0495_02,True,2,0.0,False,,junior
232,0495_03,True,2,12.0,False,,junior
233,0495_04,False,2,7.0,False,False,junior
234,0495_05,False,2,34.0,False,False,junior
235,0495_06,False,2,10.0,False,,junior
236,0496_01,False,0,0.0,False,False,junior
237,0496_02,True,1,14.0,False,,junior
238,0497_01,True,2,27.0,False,,junior
239,0505_01,False,2,21.0,False,False,junior
240,0508_01,False,0,37.0,False,,junior
241,0509_01,True,2,29.0,False,,junior
242,0511_01,False,3,17.0,False,False,junior
243,0514_01,True,2,17.0,False,,junior
244,0524_01,False,2,35.0,False,False,junior
245,0526_01,True,2,34.0,False,,junior
246,0530_01,False,2,17.0,False,False,junior
247,0530_02,False,0,39.0,False,False,junior
248,0530_03,True,0,56.0,,,junior
249,0532_01,False,0,35.0,False,False,junior
250,0532_02,True,2,17.0,False,,junior
251,0535_01,False,1,29.0,False,False,junior
252,0536_01,False,2,15.0,False,False,junior
253,0536_02,False,3,37.0,False,False,junior
254,0541_01,True,2,36.0,False,,junior
255,0543_01,True,2,36.0,False,,junior
256,0544_01,False,2,18.0,False,False,junior
257,0554_01,False,2,61.0,False,False,junior
258,0557_01,True,2,45.0,False,,junior
259,0557_02,True,2,21.0,False,False,junior
260,0558_01,False,2,65.0,False,False,junior
261,0562_01,False,2,27.0,False,False,junior
262,0562_02,True,2,13.0,False,,junior
263,0574_01,False,2,32.0,,,junior
264,0578_01,True,2,17.0,False,,junior
265,0578_02,,2,44.0,False,,junior
266,0584_01,True,2,21.0,False,False,junior
267,0584_02,False,2,16.0,False,False,junior
268,0592_01,False,2,41.0,False,False,junior
269,0595_01,True,2,40.0,False,,junior
270,0601_01,False,2,16.0,False,False,junior
271,0604_01,False,2,17.0,False,False,junior
272,0605_01,False,2,40.0,False,False,junior
273,0606_01,True,1,37.0,False,,junior
274,0613_01,True,2,53.0,False,,junior
275,0613_02,True,2,42.0,False,False,junior
276,0616_01,False,2,31.0,False,False,junior
277,0617_01,False,3,18.0,False,False,junior
278,0620_01,False,2,51.0,True,False,junior
279,0620_02,False,3,20.0,False,False,junior
280,0620_03,False,0,19.0,False,,junior
281,0621_01,False,2,22.0,False,False,junior
282,0622_01,False,0,41.0,False,False,junior
283,0624_01,False,2,28.0,False,,junior
284,0625_01,True,0,0.0,False,,junior
285,0625_02,True,2,42.0,False,False,junior
286,0625_03,True,0,20.0,False,,junior
287,0626_01,True,0,25.0,False,,junior
288,0626_02,True,2,22.0,False,,junior
289,0626_03,False,2,25.0,True,,junior
290,0627_01,False,2,45.0,False,False,junior
291,0632_01,False,2,19.0,False,False,junior
292,0632_02,False,1,16.0,False,False,junior
293,0632_03,True,2,18.0,False,,junior
294,0640_01,True,2,38.0,False,,junior
295,0640_02,True,0,27.0,False,,junior
296,0648_01,False,0,36.0,False,False,junior
297,0648_02,False,2,21.0,False,False,junior
298,0649_01,False,2,1.0,False,False,junior
299,0651_01,True,2,25.0,False,,junior
300,0652_01,True,1,3.0,False,False,junior
301,0652_02,False,2,7.0,False,False,junior
302,0652_03,False,2,0.0,False,,junior
303,0652_04,False,2,32.0,False,,junior
304,0652_05,False,0,5.0,False,,junior
305,0654_01,False,2,79.0,False,False,junior
306,0662_01,False,2,19.0,False,False,junior
307,0666_01,True,2,30.0,False,,junior
308,0666_02,False,2,13.0,False,False,junior
309,0667_01,False,2,53.0,False,,junior
310,0670_01,False,2,40.0,False,False,junior
311,0670_02,False,2,32.0,False,,junior
312,0673_01,True,0,31.0,False,,junior
313,0675_01,False,2,63.0,False,,junior
314,0676_01,False,2,18.0,False,False,junior
315,0681_01,True,2,21.0,False,False,junior
316,0692_01,False,2,14.0,False,False,junior
317,0694_01,True,1,41.0,False,,junior
318,0695_01,True,0,40.0,False,,junior
319,0698_01,False,2,58.0,False,,junior
320,0700_01,False,2,22.0,False,False,junior
321,0706_01,True,0,13.0,False,,junior
322,0708_01,True,2,16.0,False,,junior
323,0708_02,True,0,13.0,False,,junior
324,0711_01,False,2,15.0,False,False,junior
325,0716_01,False,2,42.0,False,,junior
326,0717_01,True,2,24.0,False,,junior
327,0717_02,False,0,19.0,,,junior
328,0717_03,True,3,,False,,junior
329,0717_04,True,2,29.0,False,,junior
330,0717_05,False,2,15.0,False,False,junior
331,0717_06,,2,38.0,False,False,junior
332,0717_07,True,0,49.0,,,junior
333,0720_01,True,2,20.0,False,False,junior
334,0720_02,False,2,,False,,junior
335,0720_03,False,2,19.0,False,False,junior
336,0721_01,False,2,46.0,False,False,junior
337,0722_01,False,2,21.0,False,False,junior
338,0723_01,False,0,29.0,False,,junior
339,0725_01,True,1,,False,,junior
340,0730_01,False,2,44.0,False,,junior
341,0731_01,False,2,19.0,False,False,junior
342,0731_02,False,2,29.0,False,False,junior
343,0735_01,False,2,25.0,False,,junior
344,0739_01,False,2,41.0,False,False,junior
345,0741_01,False,0,19.0,False,,junior
346,0742_01,False,2,33.0,False,False,junior
347,0742_02,True,2,25.0,False,,junior
348,0744_01,True,0,44.0,False,,junior
349,0745_01,False,2,21.0,False,False,junior
350,0747_01,False,2,32.0,False,,junior
351,0748_01,True,2,33.0,False,,junior
352,0748_02,False,2,32.0,False,,junior
353,0749_01,True,2,19.0,False,,junior
354,0751_01,True,2,21.0,False,False,junior
355,0752_01,True,2,23.0,False,,junior
356,0755_01,False,0,31.0,False,False,junior
357,0758_01,False,2,22.0,False,False,junior
358,0758_02,True,0,74.0,False,,junior
359,0758_03,False,2,53.0,False,,junior
360,0759_01,True,0,40.0,False,,junior
361,0759_02,False,0,23.0,False,False,junior
362,0759_03,True,2,36.0,False,,junior
363,0760_01,False,2,18.0,False,False,junior
364,0763_01,True,2,29.0,False,,junior
365,0763_02,False,2,48.0,False,False,junior
366,0766_01,True,2,34.0,False,,junior
367,0774_01,False,2,34.0,False,False,junior
368,0774_02,False,0,27.0,False,,junior
369,0774_03,False,2,44.0,False,,junior
370,0775_01,False,2,0.0,False,,junior
371,0775_02,True,2,1.0,False,,junior
372,0775_03,True,2,18.0,False,,junior
373,0775_04,False,2,23.0,False,False,junior
374,0775_05,False,2,26.0,False,,junior
375,0775_06,True,0,46.0,False,,junior
376,0778_01,True,2,41.0,False,,junior
377,0778_02,False,0,25.0,False,,junior
378,0780_01,True,3,50.0,False,False,junior
379,0783_01,False,2,28.0,False,,junior
380,0792_01,True,1,17.0,False,,junior
381,0800_01,False,0,29.0,True,,junior
382,0801_01,True,2,19.0,False,,junior
383,0803_01,,0,34.0,False,False,junior
384,0804_01,True,0,28.0,False,,junior
385,0807_01,False,2,47.0,False,,junior
386,0810_01,False,2,28.0,False,,junior
387,0812_01,True,2,38.0,False,,junior
388,0814_01,False,2,22.0,True,False,junior
389,0821_01,,0,18.0,False,False,junior
390,0827_01,False,2,21.0,False,False,junior
391,0827_02,False,2,40.0,False,False,junior
392,0827_03,True,0,67.0,False,False,junior
393,0831_01,False,1,39.0,False,False,junior
394,0832_01,True,1,19.0,False,False,junior
395,0837_01,True,2,28.0,False,,junior
396,0837_02,False,0,29.0,False,,junior
397,0838_01,True,2,22.0,False,,junior
398,0838_02,False,2,23.0,False,False,junior
399,0841_01,False,1,41.0,False,False,junior
400,0842_01,True,2,25.0,False,,junior
401,0843_01,True,1,43.0,False,False,junior
402,0844_01,True,2,54.0,False,,junior
403,0847_01,False,2,14.0,False,False,junior
404,0852_01,True,2,69.0,False,,junior
405,0854_01,True,1,24.0,False,,junior
406,0855_01,False,2,37.0,False,False,junior
407,0856_01,False,2,28.0,False,,junior
408,0857_01,False,0,59.0,False,,junior
409,0858_01,False,2,20.0,False,False,junior
410,0858_02,True,2,23.0,False,,junior
411,0861_01,False,2,59.0,False,,junior
412,0862_01,True,2,20.0,False,False,junior
413,0864_01,False,2,36.0,False,False,junior
414,0864_02,True,2,43.0,False,,junior
415,0864_03,True,2,9.0,False,,junior
416,0866_01,True,2,32.0,False,,junior
417,0872_01,False,2,24.0,False,False,junior
418,0880_01,True,1,14.0,False,,junior
419,0880_02,True,2,45.0,False,,junior
420,0882_01,False,2,23.0,False,False,junior
421,0884_01,False,2,59.0,False,,junior
422,0884_02,False,2,28.0,False,,junior
423,0886_01,False,2,61.0,False,False,junior
424,0886_02,True,2,52.0,False,,junior
425,0886_03,True,2,5.0,False,,junior
426,0887_01,False,2,51.0,False,False,junior
427,0887_02,False,2,26.0,False,,junior
428,0888_01,False,2,44.0,False,,junior
429,0888_02,False,2,46.0,False,False,junior
430,0891_01,False,2,32.0,False,,junior
431,0892_01,True,2,17.0,False,,junior
432,0892_02,True,0,21.0,False,,junior
433,0892_03,True,0,52.0,False,,junior
434,0894_01,True,0,52.0,False,,junior
435,0895_01,False,2,14.0,False,False,junior
436,0896_01,False,2,21.0,False,False,junior
437,0897_01,True,0,42.0,False,,junior
438,0897_02,True,2,28.0,False,,junior
439,0900_01,True,1,26.0,False,False,junior
440,0908_01,True,2,7.0,False,False,junior
441,0909_01,False,2,14.0,False,False,junior
442,0909_02,True,2,3.0,False,,junior
443,0909_03,True,2,26.0,False,,junior
444,0914_01,False,0,54.0,False,False,junior
445,0916_01,False,2,55.0,False,False,junior
446,0917_01,False,3,16.0,False,False,junior
447,0920_01,False,2,38.0,False,False,junior
448,0929_01,False,2,48.0,False,False,junior
449,0934_01,False,0,13.0,False,,junior
450,0936_01,False,2,20.0,False,False,junior
451,0937_01,True,2,18.0,False,,junior
452,0943_01,True,2,45.0,False,,junior
453,0943_02,True,2,5.0,False,,junior
454,0943_03,,0,42.0,False,False,junior
455,0945_01,False,0,50.0,False,,junior
456,0945_02,False,2,21.0,False,False,junior
457,0948_01,False,2,22.0,False,False,junior
458,0950_01,True,2,23.0,False,,junior
459,0954_01,False,1,22.0,False,False,junior
460,0958_01,False,2,21.0,False,False,junior
461,0959_01,False,1,24.0,False,False,junior
462,0962_01,False,2,24.0,False,False,junior
463,0963_01,True,2,42.0,False,False,junior
464,0967_01,False,2,19.0,False,False,junior
465,0973_01,False,2,32.0,False,,junior
466,0974_01,False,2,35.0,False,False,junior
467,0977_01,True,1,19.0,False,False,junior
468,0980_01,False,2,55.0,False,False,junior
469,0981_01,False,2,35.0,False,False,junior
470,0981_02,True,2,63.0,False,,junior
471,0986_01,False,2,66.0,False,False,junior
472,0986_02,True,0,45.0,,,junior
473,0996_01,False,1,20.0,False,False,junior
474,0999_01,True,1,21.0,False,,junior
475,0999_02,False,2,51.0,False,False,junior
476,1003_01,False,2,13.0,False,False,junior
477,1007_01,False,2,24.0,False,False,junior
478,1009_01,False,2,28.0,False,,junior
479,1010_01,True,2,52.0,False,,junior
480,1016_01,False,0,32.0,False,,junior
481,1021_01,False,2,23.0,False,False,junior
482,1023_01,True,2,37.0,False,False,junior
483,1028_01,True,1,35.0,False,,junior
484,1037_01,True,2,46.0,False,,junior
485,1039_01,False,2,33.0,False,False,junior
486,1042_01,False,0,34.0,True,False,junior
487,1044_01,False,2,51.0,False,False,junior
488,1050_01,True,2,,False,,junior
489,1055_01,False,2,27.0,,False,junior
490,1059_01,True,0,22.0,False,,junior
491,1059_02,True,0,33.0,False,,junior
492,1061_01,True,0,31.0,False,,junior
493,1064_01,False,2,16.0,False,False,junior
494,1064_02,False,0,6.0,False,False,junior
495,1067_01,False,1,18.0,False,,junior
496,1069_01,True,0,30.0,False,,junior
497,1070_01,False,2,24.0,False,False,junior
498,1072_01,True,1,57.0,False,,junior
499,1072_02,True,2,24.0,False,,junior
500,1072_03,False,2,23.0,False,False,junior
501,1072_04,False,2,40.0,False,False,junior
502,1072_05,False,0,21.0,False,False,junior
503,1072_06,False,2,17.0,False,False,junior
504,1072_07,True,0,25.0,False,,junior
505,1072_08,True,2,34.0,False,,junior
506,1073_01,False,2,18.0,False,False,junior
507,1074_01,False,2,8.0,False,,junior
508,1074_02,True,1,14.0,False,,junior
509,1081_01,,3,16.0,False,False,junior
510,1087_01,False,2,22.0,False,False,junior
511,1090_01,True,2,21.0,False,False,junior
512,1090_02,False,0,23.0,False,False,junior
513,1092_01,True,0,26.0,False,,junior
514,1098_01,False,2,18.0,False,False,junior
515,1101_01,False,2,72.0,False,,junior
516,1103_01,False,2,18.0,False,False,junior
517,1104_01,True,0,24.0,False,,junior
518,1106_01,False,2,36.0,False,False,junior
519,1106_02,True,2,13.0,False,,junior
520,1107_01,False,2,19.0,False,False,junior
521,1109_01,False,1,28.0,False,False,junior
522,1111_01,True,0,2.0,False,,junior
523,1111_02,True,2,5.0,False,,junior
524,1111_03,False,0,25.0,False,,junior
525,1118_01,False,2,45.0,False,False,junior
526,1118_02,True,2,59.0,False,,junior
527,1118_03,,2,6.0,False,,junior
528,1118_04,False,2,36.0,False,False,junior
529,1118_05,False,2,40.0,False,False,junior
530,1119_01,False,2,36.0,True,False,junior
531,1119_02,True,2,31.0,False,,junior
532,1120_01,False,1,19.0,False,False,junior
533,1122_01,True,2,13.0,False,,junior
534,1124_01,True,2,31.0,False,,junior
535,1124_02,True,2,22.0,False,,junior
536,1124_03,False,0,52.0,False,False,junior
537,1125_01,False,2,22.0,False,False,junior
538,1125_02,True,2,34.0,False,,junior
539,1126_01,True,2,23.0,False,,junior
540,1128_01,True,0,14.0,False,,junior
541,1128_02,True,2,30.0,False,,junior
542,1131_01,True,0,75.0,False,False,junior
543,1135_01,False,2,28.0,False,,junior
544,1135_02,False,0,61.0,False,,junior
545,1135_03,False,2,25.0,False,,junior
546,1135_04,False,0,21.0,False,False,junior
547,1137_01,False,2,,False,,junior
548,1137_02,False,0,28.0,True,,junior
549,1138_01,False,2,41.0,False,False,junior
550,1139_01,True,1,25.0,False,False,junior
551,1143_01,False,0,28.0,False,,junior
552,1145_01,False,2,0.0,False,,junior
553,1145_02,False,2,19.0,False,False,junior
554,1145_03,False,2,22.0,False,False,junior
555,1145_04,False,2,2.0,False,,junior
556,1151_01,False,0,35.0,False,False,junior
557,1157_01,False,3,42.0,False,False,junior
558,1158_01,True,2,46.0,False,,junior
559,1158_02,True,2,26.0,False,,junior
560,1159_01,True,1,19.0,False,False,junior
561,1159_02,False,3,11.0,False,False,junior
562,1159_03,True,1,11.0,False,False,junior
563,1160_01,False,2,17.0,False,False,junior
564,1164_01,False,2,23.0,False,False,junior
565,1171_01,False,2,37.0,False,False,junior
566,1172_01,True,2,18.0,False,,junior
567,1176_01,False,2,48.0,False,False,junior
568,1181_01,False,2,18.0,False,False,junior
569,1183_01,True,2,18.0,False,,junior
570,1183_02,False,2,32.0,True,False,junior
571,1183_03,True,0,26.0,False,,junior
572,1184_01,True,1,26.0,False,False,junior
573,1184_02,False,0,55.0,False,False,junior
574,1189_01,False,0,19.0,False,,junior
575,1194_01,False,2,65.0,False,False,junior
576,1196_01,False,2,28.0,False,,junior
577,1196_02,False,2,24.0,False,False,junior
578,1200_01,True,0,52.0,False,,junior
579,1201_01,False,2,67.0,False,False,junior
580,1201_02,False,2,34.0,False,False,junior
581,1202_01,False,2,23.0,False,False,junior
582,1204_01,False,2,26.0,False,,junior
583,1205_01,False,2,28.0,False,,junior
584,1207_01,False,2,9.0,False,,junior
585,1207_02,False,0,1.0,False,,junior
586,1207_03,True,2,1.0,False,,junior
587,1207_04,False,2,58.0,False,,junior
588,1209_01,False,2,59.0,False,,junior
589,1209_02,False,2,54.0,,False,junior
590,1217_01,False,0,8.0,False,,junior
591,1217_02,True,2,28.0,False,,junior
592,1219_01,False,0,19.0,False,,junior
593,1219_02,True,0,23.0,False,,junior
594,1224_01,True,2,47.0,False,,junior
595,1224_02,False,2,17.0,False,False,junior
596,1226_01,True,2,33.0,False,,junior
597,1226_02,True,2,43.0,False,,junior
598,1227_01,True,2,28.0,False,,junior
599,1237_01,False,2,32.0,False,,junior
600,1241_01,False,2,13.0,False,False,junior
601,1244_01,True,3,18.0,False,,junior
602,1245_01,True,3,16.0,False,,junior
603,1247_01,True,2,6.0,False,False,junior
604,1249_01,False,2,27.0,False,False,junior
605,1251_01,True,2,29.0,False,,junior
606,1252_01,False,0,32.0,False,,junior
607,1253_01,False,2,23.0,False,False,junior
608,1257_01,True,2,33.0,False,,junior
609,1257_02,True,2,51.0,False,,junior
610,1257_03,False,2,41.0,False,False,junior
611,1257_04,False,2,20.0,False,False,junior
612,1262_01,False,0,0.0,False,False,junior
613,1262_02,False,0,13.0,False,,junior
614,1265_01,True,2,13.0,False,,junior
615,1266_01,False,2,13.0,False,False,junior
616,1268_01,True,0,24.0,False,,junior
617,1270_01,False,0,,False,False,junior
618,1272_01,False,0,32.0,False,,junior
619,1275_01,False,2,24.0,False,False,junior
620,1276_01,False,2,27.0,False,False,junior
621,1277_01,False,2,24.0,False,False,junior
622,1290_01,False,2,34.0,False,False,junior
623,1296_01,False,1,26.0,False,False,junior
624,1297_01,False,2,22.0,False,False,junior
625,1298_01,False,2,10.0,False,,junior
626,1301_01,False,3,28.0,False,False,junior
627,1301_02,True,2,5.0,False,,junior
628,1301_03,True,2,,False,,junior
629,1303_01,False,2,29.0,False,False,junior
630,1305_01,False,2,17.0,False,False,junior
631,1313_01,False,2,18.0,False,False,junior
632,1314_01,False,1,35.0,False,,junior
633,1315_01,False,2,42.0,False,,junior
634,1318_01,True,0,35.0,False,,junior
635,1319_01,False,2,42.0,False,,junior
636,1319_02,False,2,33.0,False,False,junior
637,1320_01,True,1,20.0,False,False,junior
638,1320_02,True,2,2.0,False,,junior
639,1320_03,True,2,2.0,False,,junior
640,1321_01,True,2,43.0,False,,junior
641,1321_02,True,2,10.0,False,,junior
642,1321_03,False,2,26.0,False,,junior
643,1321_04,False,2,42.0,False,,junior
644,1327_01,True,2,24.0,False,,junior
645,1329_01,False,2,32.0,False,,junior
646,1334_01,False,2,23.0,False,False,junior
647,1338_01,True,0,,False,,junior
648,1338_02,True,2,15.0,False,,junior
649,1339_01,True,2,15.0,False,,junior
650,1341_01,False,2,,False,,junior
651,1341_02,True,2,15.0,False,,junior
