condidatId,diplome,interview,Age,experience,accepted
0378_07,True,2,32,False,True
0379_01,False,2,31,False,True
0380_01,True,0,26,False,True
0381_01,True,0,18,False,True
0381_02,True,0,38,False,True
0382_01,False,3,23,False,False
0383_01,False,2,28,False,False
0383_02,True,1,34,False,False
0384_01,False,0,0,False,True
0384_02,False,2,14,False,True
0385_01,False,2,23,False,False
0387_01,True,2,49,False,False
0388_01,True,2,14,False,False
0389_01,False,2,18,False,False
0391_01,False,1,27,True,True
0392_01,False,2,48,False,False
0395_01,False,0,31,True,False
0395_02,False,0,61,False,False
0396_01,True,2,18,False,True
0397_01,True,2,45,False,True
0398_01,False,2,22,False,False
0401_01,False,2,30,True,False
0401_02,False,2,30,False,False
0402_01,True,0,32,True,True
0403_01,False,2,43,True,True
0405_01,False,0,17,False,False
0407_01,False,2,23,False,False
0407_02,False,2,20,False,False
0407_03,True,2,39,False,False
0408_01,False,2,35,False,False
0409_01,False,2,31,False,False
0410_01,False,0,21,False,False
0411_01,False,2,16,False,False
0412_01,False,2,60,False,True
0413_01,False,2,18,False,False
0415_01,True,2,42,False,False
0417_01,True,0,68,False,True
0417_02,False,0,22,False,False
0417_03,True,2,59,False,True
0423_01,False,2,,False,True
0425_01,False,2,37,False,False
0425_02,True,2,3,False,True
0425_03,True,2,31,False,True
0427_01,False,2,31,False,True
0428_01,False,2,29,False,True
0429_01,False,0,20,False,True
0429_02,True,0,46,False,True
0430_01,False,2,29,False,True
0431_01,True,2,43,False,True
0432_01,False,2,17,False,False
0433_01,,0,27,False,True
0433_02,False,2,47,False,False
0434_01,True,2,45,False,True
0435_01,True,2,17,False,True
0436_01,False,0,10,False,True
0436_02,False,1,56,False,False
0437_01,False,2,39,False,False
0437_02,False,1,40,False,False
0438_01,True,2,40,False,True
0439_01,False,0,34,False,False
0441_01,False,0,32,False,False
0442_01,False,2,35,False,False
0444_01,False,2,32,True,False
0444_02,False,2,26,True,False
0445_01,False,2,25,False,False
0445_02,False,2,26,False,False
0446_01,True,0,22,False,True
0447_01,False,2,22,False,True
0448_01,False,2,24,False,False
0448_02,True,1,32,False,True
0449_01,True,2,11,False,True
0452_01,True,2,22,False,True
0453_01,True,2,19,False,True
0453_02,True,0,34,False,True
0453_03,True,2,74,False,True
0454_01,,0,28,True,True
0454_02,True,2,42,False,True
0454_03,True,2,43,False,True
0456_01,False,2,55,False,False
0457_01,False,1,19,False,True
0457_02,True,2,6,False,False
0457_03,False,2,7,False,False
0458_01,True,0,28,False,True
0459_01,False,2,15,False,False
0460_01,True,1,24,False,True
0461_01,False,1,31,False,True
0461_02,False,2,22,False,True
0461_03,False,0,1,False,True
0462_01,True,3,50,False,False
0463_01,False,2,34,False,False
0463_02,False,2,14,False,False
0465_01,False,2,19,False,False
0465_02,False,2,,False,True
0466_01,False,2,36,False,False
0468_01,True,2,34,False,False
0470_01,True,0,25,False,True
0470_02,True,2,36,False,True
0471_01,False,2,16,False,False
0471_02,False,0,30,False,True
0472_01,False,1,37,False,False
0474_01,True,0,15,False,True
0475_01,False,2,36,False,False
0476_01,False,1,27,False,False
0476_02,True,2,27,False,True
0476_03,True,2,12,False,True
0477_01,False,2,22,False,False
0480_01,False,2,27,False,False
0481_01,True,2,13,False,True
0482_01,False,2,27,False,False
0482_02,False,2,28,False,False
0485_01,False,0,21,False,False
0487_01,,2,39,False,False
0488_01,True,1,28,False,False
0490_01,True,2,14,False,True
0498_01,True,0,27,False,True
0498_02,True,0,46,False,True
0499_01,True,0,27,False,True
0499_02,False,2,21,False,False
0500_01,False,0,21,False,True
0501_01,False,2,42,False,False
0502_01,False,2,22,False,False
0503_01,False,2,10,False,True
0503_02,False,2,43,False,False
0503_03,False,2,42,False,False
0504_01,True,0,18,False,True
0504_02,True,0,54,False,True
0504_03,True,3,24,False,True
0504_04,False,2,64,False,False
0504_05,True,0,18,False,True
0504_06,True,0,53,False,True
0506_01,True,2,23,False,True
0507_01,False,2,39,False,True
0510_01,False,2,59,False,True
0512_01,False,0,32,False,True
0512_02,True,2,55,False,True
0513_01,True,1,21,False,True
0515_01,True,2,50,False,True
0516_01,False,0,55,False,False
0517_01,False,2,,False,False
0518_01,True,2,35,False,True
0519_01,True,2,,False,True
0520_01,False,2,55,False,False
0521_01,False,2,23,False,True
0522_01,False,2,42,False,False
0523_01,False,2,35,False,True
0525_01,True,2,47,False,True
0527_01,False,0,,False,False
0527_02,True,2,34,False,True
0528_01,False,2,46,False,False
0529_01,True,1,26,False,False
0531_01,True,0,1,False,False
0531_02,True,0,,False,True
0533_01,False,2,33,False,False
0534_01,False,2,34,False,False
0534_02,False,2,49,False,False
0537_01,False,2,22,False,False
0538_01,False,2,28,False,True
0539_01,True,2,,False,True
0539_02,True,0,36,False,True
0539_03,True,0,30,False,True
0539_04,True,2,49,False,True
0539_05,False,2,38,False,False
0540_01,True,2,31,False,True
0540_02,False,2,17,False,False
0542_01,False,2,26,False,False
0545_01,False,2,23,False,False
0546_01,False,0,24,False,False
0547_01,False,2,23,False,False
0548_01,False,2,24,False,True
0549_01,False,1,32,False,True
0549_02,True,2,43,False,True
0550_01,False,2,23,False,True
0551_01,False,2,42,False,False
0552_01,True,0,29,False,True
0553_01,True,2,40,False,True
0553_02,False,2,37,False,True
0555_01,True,0,61,False,True
0555_02,False,2,33,False,False
0556_01,False,2,19,False,True
0559_01,False,1,21,False,False
0560_01,False,2,4,False,False
0560_02,False,1,12,False,True
0560_03,False,2,44,False,True
0561_01,False,2,22,False,False
0563_01,False,0,33,False,False
0564_01,True,0,32,False,True
0564_02,True,2,28,False,True
0564_03,False,3,28,False,False
0565_01,False,2,31,False,False
0566_01,True,2,13,False,True
0567_01,True,2,14,False,True
0568_01,,2,33,False,False
0568_02,True,0,,False,True
0569_01,False,2,23,False,True
0570_01,False,2,36,True,True
0571_01,True,0,22,False,True
0571_02,True,2,19,False,False
0571_03,True,2,42,False,True
0571_04,True,3,30,False,True
0571_05,True,0,16,False,True
0571_06,False,2,55,False,False
0571_07,True,2,55,False,True
0572_01,False,2,19,False,False
0573_01,False,2,,False,False
0575_01,True,2,18,False,True
0576_01,False,3,21,False,False
0577_01,False,2,65,False,False
0579_01,False,2,55,False,True
0579_02,False,2,50,False,False
0580_01,True,2,49,False,True
0581_01,False,2,22,False,False
0582_01,True,2,33,False,True
0583_01,True,2,3,False,True
0583_02,True,2,0,False,True
0583_03,True,2,33,False,True
0585_01,True,2,48,False,True
0585_02,True,2,5,False,True
0585_03,False,2,23,False,False
0586_01,True,2,53,False,True
0587_01,False,2,18,False,False
0588_01,True,1,20,False,False
0589_01,False,2,23,False,False
0590_01,False,2,48,False,False
0591_01,True,1,19,False,False
0593_01,False,2,,,False
0594_01,False,0,9,False,False
0594_02,False,2,24,False,False
0596_01,False,2,46,False,True
0597_01,True,3,23,False,True
0597_02,True,2,21,False,False
0598_01,True,2,19,False,False
0599_01,False,2,0,False,True
0599_02,False,2,4,False,True
0599_03,False,2,26,False,False
0599_04,True,2,9,False,True
0600_01,False,2,24,False,True
0602_01,True,2,24,False,True
0602_02,False,2,25,False,False
0602_03,True,2,21,False,True
0603_01,False,2,21,False,False
0607_01,False,2,37,,False
0607_02,False,0,44,False,False
0607_03,False,2,43,False,False
0608_01,False,2,7,False,True
0609_01,False,2,33,False,False
0610_01,False,2,24,False,False
0611_01,True,1,31,False,True
0612_01,True,2,27,True,True
0614_01,False,2,34,False,True
0615_01,True,2,58,False,False
0615_02,False,2,7,False,True
0615_03,True,0,3,False,True
0618_01,False,0,21,False,True
0618_02,False,1,21,False,False
0619_01,True,2,39,,True
0619_02,True,0,43,False,True
0623_01,True,2,22,False,True
0628_01,False,2,44,False,True
0629_01,False,2,38,False,False
0630_01,True,2,32,False,True
0631_01,True,2,55,False,True
0633_01,False,1,31,True,False
0634_01,False,2,39,False,False
0635_01,False,2,35,False,True
0635_02,False,2,37,False,False
0636_01,False,0,13,False,False
0636_02,False,2,21,False,False
0637_01,False,2,20,False,False
0638_01,True,0,20,False,True
0639_01,False,2,63,False,True
0641_01,False,2,36,False,False
0642_01,False,0,29,False,True
0642_02,False,0,36,False,True
0642_03,False,2,79,False,False
0642_04,True,0,30,False,True
0642_05,True,0,30,False,True
0643_01,False,2,19,False,True
0644_01,True,2,33,False,True
0645_01,False,3,20,False,False
0646_01,True,0,38,False,True
0647_01,True,2,7,False,True
0647_02,True,2,58,False,True
0647_03,False,2,33,False,False
0650_01,True,1,3,False,True
0653_01,,2,39,False,True
0655_01,False,2,37,False,True
0656_01,False,2,32,False,False
0657_01,False,2,28,False,True
0657_02,False,2,38,False,False
0658_01,False,1,21,False,False
0659_01,True,2,18,False,True
0660_01,True,2,15,False,False
0661_01,False,2,44,False,False
0663_01,False,2,44,False,True
0664_01,False,2,36,False,False
0665_01,False,2,28,False,True
0665_02,False,2,15,False,False
0668_01,False,2,45,False,False
0669_01,False,2,26,False,False
0671_01,True,1,46,False,True
0672_01,False,2,25,False,False
0674_01,True,1,46,False,False
0677_01,True,2,15,False,False
0678_01,True,2,37,False,False
0679_01,False,2,20,,False
0680_01,True,1,45,False,False
0680_02,True,2,7,False,False
0680_03,True,2,5,,False
0682_01,True,2,38,False,True
0683_01,False,2,30,False,False
0684_01,False,2,,False,True
0684_02,False,2,0,False,True
0684_03,True,2,20,False,True
0685_01,False,2,41,False,False
0686_01,True,2,18,False,True
0686_02,False,2,29,True,False
0687_01,False,2,19,False,False
0688_01,False,2,34,False,False
0689_01,True,2,36,False,True
0690_01,True,2,54,False,True
0691_01,False,2,19,False,False
0691_02,False,2,21,False,False
0691_03,True,2,23,False,True
0693_01,True,0,35,False,True
0693_02,False,2,34,False,False
0696_01,False,2,22,False,True
0697_01,False,0,24,False,True
0699_01,True,3,18,False,True
0699_02,False,0,24,False,False
0701_01,True,2,33,False,True
0702_01,False,2,24,False,False
0703_01,True,2,18,False,True
0704_01,True,2,19,False,True
0705_01,False,0,43,False,True
0707_01,True,2,44,False,True
0709_01,False,0,25,False,True
0709_02,True,0,25,,True
0709_03,True,0,23,False,True
0710_01,False,2,23,False,False
0712_01,,2,20,False,False
0712_02,,2,2,False,True
0713_01,False,2,26,False,False
0714_01,True,1,38,False,True
0714_02,False,2,1,False,False
0714_03,False,3,12,False,True
0714_04,True,1,2,False,False
0714_05,True,1,25,False,False
0714_06,True,0,1,False,True
0714_07,True,0,0,False,True
0715_01,,0,54,False,True
0718_01,False,2,21,False,False
0719_01,False,2,19,False,False
0724_01,False,1,24,False,False
0726_01,True,2,20,False,False
0727_01,False,2,23,False,True
0728_01,False,0,29,False,True
0729_01,False,2,14,False,True
0732_01,False,2,19,False,False
0733_01,False,0,23,False,False
0734_01,False,2,62,False,False
0736_01,False,2,23,False,False
0737_01,False,0,65,False,False
0738_01,,2,47,False,True
0740_01,False,0,67,False,False
0740_02,True,0,14,False,True
0740_03,False,2,41,False,False
0743_01,True,2,14,False,True
0746_01,True,2,19,False,False
0750_01,False,0,22,False,False
0753_01,True,3,34,False,True
0753_02,False,0,65,False,False
0753_03,True,0,42,False,True
0754_01,True,0,22,False,True
0756_01,True,0,54,False,True
0756_02,False,2,34,False,False
0756_03,True,2,27,False,True
0757_01,False,0,67,False,False
0761_01,False,3,33,False,True
0762_01,True,1,30,False,False
0764_01,,2,22,False,False
0765_01,False,1,35,False,True
0765_02,False,2,23,False,False
0767_01,False,2,49,False,False
0768_01,False,0,36,False,False
0768_02,True,2,31,False,True
0769_01,True,0,54,False,True
0770_01,True,2,0,False,False
0770_02,False,2,,False,False
0770_03,,2,54,False,False
0770_04,True,1,10,False,False
0770_05,False,0,0,False,True
0770_06,True,1,7,False,True
0771_01,True,2,25,False,False
0772_01,False,0,37,False,False
0772_02,True,0,15,False,True
0772_03,True,2,26,False,True
0772_04,False,0,7,False,True
0773_01,False,2,30,False,False
0776_01,False,2,19,False,True
0777_01,False,2,30,False,False
0779_01,False,3,21,False,False
0781_01,False,1,21,False,False
0782_01,True,2,59,False,True
0784_01,True,0,28,False,True
0785_01,False,2,32,False,False
0786_01,True,2,19,False,True
0787_01,True,2,7,False,False
0788_01,False,0,16,False,False
0789_01,False,2,31,True,False
0789_02,False,2,30,False,False
0789_03,True,2,26,False,True
0790_01,True,1,20,False,True
0791_01,True,1,24,False,False
0793_01,False,1,39,False,False
0794_01,,0,19,False,True
0794_02,True,0,27,False,True
0795_01,False,2,34,False,False
0796_01,True,0,28,False,True
0797_01,False,2,29,False,False
0798_01,True,1,38,False,True
0799_01,False,0,,False,False
0802_01,True,2,1,False,True
0805_01,False,0,36,True,True
0806_01,False,2,31,False,False
0806_02,False,2,1,False,True
0808_01,False,2,31,False,False
0809_01,False,2,10,False,True
0809_02,False,2,,False,False
0809_03,False,2,42,False,False
0809_04,False,2,0,False,True
0811_01,False,1,41,False,False
0811_02,True,2,0,False,True
0811_03,False,2,0,False,True
0813_01,True,2,59,False,True
0815_01,False,2,13,False,False
0816_01,False,0,24,False,False
0817_01,True,2,20,False,False
0818_01,False,2,71,True,True
0819_01,True,1,23,,True
0820_01,False,0,15,False,True
0820_02,False,2,18,False,False
0822_01,False,2,19,False,True
0823_01,True,0,4,False,True
0823_02,False,0,42,False,True
0824_01,False,2,51,False,False
0825_01,True,2,13,False,True
0826_01,False,2,27,False,True
0828_01,False,2,42,False,False
0828_02,False,2,41,False,True
0829_01,False,1,21,False,True
0830_01,False,2,31,False,True
0833_01,True,0,36,False,True
0834_01,False,2,31,False,False
0835_01,False,0,14,False,False
0836_01,False,1,32,True,False
0839_01,False,2,32,False,False
0840_01,,2,27,False,False
0845_01,False,0,57,False,False
0846_01,True,2,13,False,False
0848_01,True,2,30,False,True
0848_02,True,2,14,False,True
0849_01,False,2,27,False,True
0849_02,True,0,32,False,True
0850_01,True,2,54,False,True
0851_01,False,0,23,False,False
0853_01,True,0,38,False,True
0859_01,True,2,32,False,True
0860_01,False,2,24,False,False
0863_01,True,2,36,False,False
0863_02,False,2,11,False,False
0863_03,True,2,6,False,False
0865_01,True,0,36,False,True
0865_02,True,0,22,False,True
0867_01,False,2,,False,False
0868_01,True,2,37,False,True
0869_01,False,2,55,False,False
0870_01,False,1,,False,False
0871_01,False,2,20,False,True
0873_01,False,2,16,False,False
0874_01,False,2,19,False,False
0875_01,False,2,38,False,False
0876_01,False,2,35,False,False
0877_01,True,0,33,False,True
0878_01,False,1,37,True,False
0879_01,False,2,46,False,False
0881_01,False,2,41,False,False
0883_01,False,2,13,False,False
0885_01,True,2,31,False,False
0885_02,True,0,52,False,True
0889_01,False,2,48,False,False
0889_02,False,0,27,,True
0890_01,False,2,16,False,False
0893_01,True,0,32,False,True
0898_01,True,2,25,,False
0899_01,False,2,26,False,True
0899_02,True,2,44,False,False
0901_01,False,2,32,False,True
0902_01,False,2,18,False,True
0903_01,True,0,23,,False
0904_01,False,2,44,False,False
0905_01,False,1,29,False,False
0906_01,False,0,19,False,True
0907_01,False,0,41,False,False
0907_02,False,2,28,False,False
0910_01,True,2,19,False,True
0911_01,False,2,32,True,False
0911_02,False,2,74,False,True
0912_01,False,2,31,False,True
0913_01,False,0,38,,False
0915_01,False,2,20,False,False
0918_01,False,2,24,False,False
0919_01,False,1,26,False,False
0921_01,True,1,44,False,False
0922_01,True,0,33,False,True
0922_02,False,0,31,False,False
0923_01,False,0,,False,True
0923_02,True,2,22,False,True
0924_01,False,2,33,False,False
0925_01,False,2,34,False,False
0925_02,True,2,11,False,True
0925_03,True,2,41,False,True
0926_01,False,0,30,False,True
0926_02,False,2,30,False,False
0927_01,False,2,25,False,False
0928_01,True,1,31,False,True
0930_01,False,2,38,False,False
0930_02,True,2,15,False,True
0931_01,False,2,19,False,True
0932_01,True,2,29,False,True
0933_01,False,2,30,False,True
0933_02,False,2,29,False,False
0935_01,False,2,36,False,False
0938_01,False,2,24,False,False
0938_02,False,2,30,False,True
0938_03,False,2,0,False,True
0939_01,True,3,15,False,True
0940_01,False,2,38,False,True
0941_01,False,2,13,False,False
0942_01,False,2,18,False,False
0944_01,False,2,16,False,False
0944_02,False,0,8,False,False
0946_01,False,2,19,False,True
0947_01,False,0,26,False,False
0949_01,True,0,15,False,True
0951_01,True,1,38,False,True
0952_01,False,2,45,False,False
0953_01,False,1,48,False,False
0955_01,True,0,17,False,False
0956_01,False,2,28,False,True
0957_01,True,2,41,False,True
0960_01,False,2,19,False,False
0961_01,False,0,14,False,True
0964_01,True,2,21,False,True
0964_02,True,2,48,False,True
0965_01,False,2,19,False,False
0966_01,False,2,29,False,False
0968_01,False,2,20,False,False
0969_01,True,2,44,False,True
0970_01,True,2,19,False,True
0971_01,True,2,64,False,False
0972_01,False,2,21,False,False
0975_01,False,0,32,False,True
0976_01,True,2,20,False,False
0978_01,False,2,24,False,False
0979_01,False,3,44,False,True
0982_01,True,1,57,False,True
0982_02,False,2,51,False,False
0983_01,True,0,34,False,True
0984_01,False,2,45,False,False
0984_02,False,2,24,False,False
0984_03,False,2,23,False,False
0984_04,True,2,30,False,True
0984_05,False,0,20,False,False
0984_06,True,2,22,False,True
0984_07,True,1,,False,False
0984_08,True,2,71,False,True
0985_01,False,0,18,False,True
0987_01,False,2,16,False,False
0988_01,False,2,28,False,False
0988_02,False,2,36,False,True
0989_01,False,2,6,False,False
0990_01,False,1,26,False,False
0991_01,True,2,27,,False
0992_01,False,2,49,False,True
0992_02,False,2,29,False,False
0992_03,False,0,46,False,True
0992_04,False,0,35,True,False
0992_05,True,0,17,False,True
0992_06,False,0,37,False,False
0993_01,False,0,24,False,False
0994_01,True,2,47,False,False
0994_02,False,2,26,False,False
